id,dt,age,platform,state_id,monthly_cost,commission_rate,gender,session_time,membership_level,household_income,has_sale
2207,2023-02-04,43,mobile,23,153.87,0.1,F,1790,Bronze,10000.0,0
284,2023-02-10,18,,1,161.62,0.1,M,2633,Bronze,24997.44,0
2359,2023-02-07,37,mobile,16,102.89,0.1,M,1560,Silver,15308.59,1
5890,2023-01-03,40,mobile,2,154.8,0.1,M,1658,Bronze,13057.15,1
3742,2023-02-04,29,mobile,13,172.63,0.1,M,2938,,50039.95,0
4887,2023-01-27,19,mobile,50,171.08,0.1,M,2017,Silver,64652.69,0
5062,2023-01-20,25,mobile,13,177.76,0.1,M,294,Silver,42004.52,0
180,2023-02-06,48,mobile,2,138.32,0.1,F,1090,Gold,17015.44,0
7016,2023-01-01,41,mobile,13,197.22,0.1,M,2454,,15562.68,0
2810,2023-01-26,40,mobile,13,109.28,0.1,M,2800,Platinum,20335.47,0
3365,2023-02-03,23,desktop,36,186.52,0.1,M,2441,Bronze,34767.1,0
5061,2023-01-30,42,mobile,28,196.58,0.1,M,3596,Silver,25192.94,0
6738,2023-01-16,45,mobile,11,179.34,0.1,F,527,,15646.06,0
8290,2023-01-01,33,,2,209.31,0.1,M,2143,Silver,58967.42,0
7089,2023-02-13,45,mobile,13,178.1,0.1,M,3599,,11483.51,0
8277,2023-01-17,47,mobile,49,191.08,0.1,M,1738,Silver,11794.0,0
6931,2023-01-09,20,desktop,12,157.21,0.1,M,1389,,10000.0,0
4150,2023-02-11,50,mobile,20,178.49,0.1,F,1467,Bronze,22004.52,0
6787,2023-01-05,48,mobile,28,169.05,0.1,M,2632,Bronze,21069.42,0
3029,2023-02-05,28,desktop,39,92.27,0.1,M,609,,26390.67,1
9266,2023-01-31,35,desktop,32,156.88,0.1,F,1847,Bronze,23597.66,1
2080,2023-01-21,34,mobile,40,154.43,0.1,M,1817,Silver,27914.02,0
7433,2023-01-09,38,,36,168.65,0.1,M,1922,Bronze,61631.88,0
9128,2023-01-22,30,desktop,49,178.39,0.1,M,34,Silver,25600.53,0
7722,2023-01-30,32,desktop,13,190.85,0.1,M,1386,Silver,37281.25,1
6072,2023-02-02,38,mobile,21,203.47,0.1,M,2783,Gold,15826.01,0
926,2023-01-16,43,mobile,41,114.26,0.1,F,1230,Silver,51092.68,0
7168,2023-01-19,45,desktop,12,223.93,0.1,M,2591,Gold,15286.25,0
1086,2023-01-20,30,desktop,31,30.0,0.1,F,607,Silver,30205.77,0
1291,2023-02-07,33,mobile,13,115.89,0.1,M,3108,Silver,22041.19,0
1076,2023-01-08,26,mobile,10,87.34,0.1,M,148,Gold,59065.05,0
4077,2023-01-06,24,mobile,13,164.23,0.1,M,2285,Bronze,28330.71,0
835,2023-01-06,26,mobile,39,73.16,0.1,M,2882,Silver,24102.66,0
8721,2023-01-12,28,mobile,36,154.64,0.1,M,335,Bronze,36118.27,0
9718,2023-02-07,39,desktop,13,193.83,0.1,F,1520,Silver,10000.0,1
3388,2023-01-07,43,mobile,18,158.75,0.1,M,2338,Silver,14108.55,0
9810,2023-01-18,28,mobile,36,134.94,0.1,M,969,Silver,55559.2,0
5589,2023-01-04,39,desktop,13,192.2,0.1,M,1641,Silver,11877.5,0
5846,2023-01-14,23,mobile,28,182.31,0.1,M,1368,Bronze,51341.44,0
6687,2023-01-13,20,desktop,13,188.41,0.1,M,107,Silver,18036.46,0
6027,2023-01-01,20,mobile,18,164.42,0.1,M,80,Bronze,25003.86,0
9291,2023-02-14,43,mobile,50,174.81,0.1,F,2267,Gold,43967.24,0
7527,2023-02-13,24,desktop,36,141.84,0.1,M,2663,Bronze,30712.21,0
5481,2023-02-07,26,mobile,36,203.37,0.1,M,2773,Bronze,33836.13,0
8403,2023-01-30,27,mobile,13,176.15,0.1,M,1702,Bronze,10000.0,0
25,2023-02-12,40,,11,132.6,0.1,F,3597,Bronze,22050.91,0
2286,2023-01-13,36,desktop,33,115.37,0.1,M,773,Gold,23690.05,1
3256,2023-01-26,25,mobile,13,133.82,0.1,M,2677,Silver,22576.64,0
3505,2023-02-01,21,mobile,35,181.81,0.1,M,245,Bronze,63397.37,1
6330,2023-02-12,21,desktop,13,161.71,0.1,F,975,Silver,44280.32,0
8693,2023-01-10,30,mobile,19,167.57,0.1,M,574,Silver,27758.7,1
3154,2023-01-06,32,mobile,31,176.9,0.1,F,1098,Bronze,52343.66,0
5229,2023-02-10,36,mobile,16,167.54,0.1,M,2091,Bronze,10000.0,0
743,2023-01-25,30,mobile,0,58.63,0.1,F,212,Silver,30987.74,1
2218,2023-01-06,35,,13,47.89,0.1,F,249,,30999.93,0
6115,2023-01-25,43,desktop,36,155.17,0.1,M,1208,Bronze,35541.94,0
7781,2023-01-11,42,mobile,13,161.39,0.1,F,592,,32655.92,0
7612,2023-01-14,47,desktop,27,203.43,0.1,F,1446,Silver,12811.06,0
1204,2023-01-15,40,mobile,44,196.35,0.1,M,948,Silver,22514.3,0
7561,2023-02-10,32,mobile,7,199.52,0.1,M,3431,Bronze,38519.87,0
9390,2023-02-09,18,mobile,13,151.96,0.1,M,2915,Bronze,33236.79,0
6625,2023-01-23,59,mobile,36,175.09,0.1,F,1700,Bronze,10000.0,0
9626,2023-01-26,47,mobile,12,163.72,0.1,M,567,Gold,10000.0,0
7218,2023-01-10,33,desktop,42,162.74,0.1,M,2429,Bronze,35592.51,1
3403,2023-02-04,50,mobile,20,185.03,0.1,F,2223,Bronze,21919.13,0
2400,2023-01-23,34,mobile,23,192.02,0.1,M,1256,Bronze,10373.8,0
481,2023-01-04,35,mobile,6,135.07,0.1,F,416,Gold,19495.27,1
6036,2023-02-14,38,mobile,15,194.27,0.1,M,2842,Silver,18229.77,1
8227,2023-01-20,30,mobile,48,213.48,0.1,M,2828,,16246.92,0
1477,2023-02-03,43,mobile,22,176.85,0.1,F,45,Gold,13368.12,0
8750,2023-01-12,43,,19,197.56,0.1,M,2654,Silver,37535.41,0
4428,2023-01-22,52,mobile,36,161.41,0.1,M,3392,Bronze,47355.99,0
6248,2023-02-15,28,desktop,36,185.32,0.1,M,1028,Silver,10000.0,1
2267,2023-01-20,29,mobile,13,136.48,0.1,M,122,Silver,11152.83,0
4427,2023-02-03,33,mobile,12,130.95,0.1,F,3356,Gold,16106.76,0
2727,2023-02-01,21,mobile,23,109.57,0.1,M,653,Bronze,10000.0,0
7314,2023-02-13,29,mobile,29,168.0,0.1,M,3214,Bronze,17618.0,1
3727,2023-01-14,35,mobile,36,154.31,0.1,M,3488,Gold,26455.84,0
3997,2023-02-07,30,mobile,14,176.25,0.1,M,3237,Bronze,21175.45,0
9126,2023-01-27,33,mobile,37,164.85,0.1,M,743,Silver,14290.6,0
8310,2023-01-21,41,mobile,36,171.77,0.1,M,1607,Silver,15643.64,0
42,2023-01-12,23,,14,64.96,0.1,F,292,,10487.61,0
9230,2023-01-10,47,,25,197.24,0.1,F,2268,Silver,12164.53,0
295,2023-01-25,22,desktop,21,165.9,0.1,M,657,Gold,27653.6,0
9524,2023-01-17,29,mobile,13,205.75,0.1,F,965,,17303.51,0
7463,2023-01-02,28,mobile,12,172.26,0.1,M,481,,17662.12,0
5467,2023-02-02,40,mobile,49,180.93,0.1,M,2359,Silver,21814.81,0
2521,2023-01-04,35,mobile,13,119.27,0.1,M,1607,Platinum,19253.43,0
923,2023-01-12,40,desktop,19,107.68,0.1,M,1810,Silver,26927.3,0
11,2023-01-26,38,desktop,37,124.11,0.1,M,2192,Platinum,28484.99,0
1435,2023-01-28,38,,20,91.5,0.1,F,2427,Bronze,24798.77,0
744,2023-01-21,37,mobile,12,110.01,0.1,M,2890,Bronze,28949.99,0
8233,2023-02-09,33,desktop,22,186.74,0.1,M,1473,Bronze,21532.38,1
6042,2023-02-05,44,mobile,13,198.93,0.1,F,2505,Silver,10462.65,0
1999,2023-01-17,27,mobile,34,127.84,0.1,M,3547,Bronze,24343.02,0
5673,2023-02-13,46,mobile,13,190.17,0.1,M,3474,Silver,20032.78,0
4582,2023-01-22,47,desktop,10,133.32,0.1,M,2413,Platinum,33841.04,0
7053,2023-01-14,52,mobile,12,135.18,0.1,F,3162,Silver,15734.51,0
6056,2023-01-12,39,mobile,35,148.29,0.1,F,3482,Bronze,27257.79,1
1870,2023-01-24,32,desktop,22,77.39,0.1,M,1343,Gold,11093.35,1
2353,2023-02-01,25,desktop,19,152.36,0.1,F,3322,Platinum,25587.51,0
4288,2023-01-24,26,mobile,17,213.08,0.1,M,1596,Bronze,19424.72,0
7666,2023-02-08,36,desktop,47,130.48,0.1,M,1200,,19866.98,0
2964,2023-02-06,45,mobile,30,153.09,0.1,M,970,Bronze,14504.08,0
6587,2023-01-26,52,,49,177.62,0.1,M,1996,,17453.72,0
3466,2023-02-13,25,mobile,36,176.11,0.1,F,808,,20688.78,0
2722,2023-01-11,40,mobile,16,143.14,0.1,M,3391,Silver,15633.63,0
6761,2023-01-21,31,mobile,49,199.95,0.1,F,148,Silver,10000.0,0
9062,2023-01-27,45,,13,190.74,0.1,F,34,Bronze,50934.02,0
6458,2023-01-12,43,mobile,13,192.79,0.1,M,3476,Gold,21218.31,0
8582,2023-01-17,37,mobile,13,160.29,0.1,M,2806,Bronze,10230.54,1
871,2023-01-16,45,mobile,48,97.05,0.1,F,592,Bronze,10000.0,0
2315,2023-02-13,45,mobile,49,75.48,0.1,M,2054,Silver,35687.0,0
4968,2023-01-04,35,,22,160.3,0.1,M,709,Bronze,45831.52,0
1082,2023-01-10,25,mobile,36,106.09,0.1,M,2183,Bronze,19338.38,1
6661,2023-01-03,39,mobile,26,158.67,0.1,M,3587,Gold,20641.31,1
3126,2023-01-21,49,desktop,12,149.0,0.1,F,1698,,14844.89,1
5567,2023-01-24,49,mobile,12,191.46,0.1,F,1308,,12122.23,0
297,2023-01-25,18,,9,95.22,0.1,M,2366,Silver,26832.58,0
587,2023-01-02,20,mobile,3,136.97,0.1,F,2083,,29424.7,0
5538,2023-02-08,32,,36,162.32,0.1,M,1171,Silver,18249.4,1
4000,2023-01-19,27,mobile,13,206.49,0.1,M,869,Bronze,13688.39,0
8176,2023-01-27,31,desktop,13,161.66,0.1,F,3111,Silver,39097.01,0
4964,2023-01-31,40,mobile,46,172.45,0.1,M,2070,Bronze,19709.05,0
2100,2023-01-31,27,desktop,41,151.15,0.1,M,284,Bronze,21836.73,1
6815,2023-01-25,40,mobile,49,197.05,0.1,F,1048,Bronze,29139.84,0
187,2023-02-03,35,mobile,24,143.56,0.1,F,524,Bronze,35026.37,0
8098,2023-02-02,28,mobile,14,188.44,0.1,M,1177,Bronze,28788.59,0
7335,2023-01-29,31,desktop,36,180.7,0.1,M,1094,Bronze,36771.23,0
8929,2023-02-11,32,mobile,42,171.59,0.1,F,3507,Bronze,30021.04,0
2501,2023-02-04,38,mobile,43,91.18,0.1,F,542,Bronze,12892.91,0
3717,2023-01-12,42,mobile,13,167.87,0.1,F,2821,Silver,21149.8,0
6358,2023-02-12,38,mobile,13,166.63,0.1,F,3030,Gold,28288.29,0
3794,2023-01-12,19,mobile,49,182.4,0.1,M,199,Silver,19628.12,0
1758,2023-01-09,53,mobile,49,142.61,0.1,F,1082,Silver,25598.14,0
2078,2023-02-15,26,desktop,19,184.15,0.1,M,2358,Gold,20495.66,0
7432,2023-01-13,34,mobile,13,212.7,0.1,M,2939,Bronze,29749.36,0
5132,2023-01-19,38,mobile,26,164.59,0.1,M,2947,Silver,18957.71,0
1575,2023-02-07,42,desktop,1,162.09,0.1,F,1937,Bronze,19346.11,1
6370,2023-01-16,47,mobile,13,191.38,0.1,F,1792,Platinum,37598.76,0
787,2023-02-11,50,desktop,13,117.22,0.1,M,1081,,27749.93,0
5879,2023-01-26,40,desktop,40,148.44,0.1,M,2485,Silver,28878.02,0
4717,2023-01-22,26,mobile,13,148.32,0.1,F,2648,Platinum,10814.62,0
1149,2023-01-01,23,mobile,13,124.62,0.1,M,3115,Silver,22884.37,0
9276,2023-02-09,36,desktop,49,195.27,0.1,M,1456,Bronze,26202.29,1
3884,2023-02-13,32,desktop,43,187.27,0.1,M,611,Silver,25847.63,1
9817,2023-01-12,34,mobile,42,182.22,0.1,M,561,Silver,43042.15,0
5370,2023-01-27,30,mobile,13,214.7,0.1,M,1097,,16619.29,0
4655,2023-01-09,42,mobile,0,185.49,0.1,F,1617,Bronze,29755.1,0
1998,2023-01-09,41,,18,92.03,0.1,F,2064,Silver,15659.2,0
6844,2023-02-14,32,desktop,27,200.84,0.1,M,68,Bronze,14281.58,0
5750,2023-02-07,27,mobile,18,184.46,0.1,M,2854,Bronze,11399.18,0
1532,2023-02-11,33,mobile,49,35.06,0.1,M,2109,Bronze,18868.54,0
8838,2023-01-14,32,mobile,12,198.21,0.1,M,1537,Silver,20627.16,1
9374,2023-01-16,37,mobile,49,205.01,0.1,F,1447,Silver,20186.84,0
1474,2023-01-24,33,mobile,47,149.79,0.1,M,248,,22432.07,1
8825,2023-02-05,33,desktop,13,189.89,0.1,M,3120,,15212.68,0
5859,2023-02-12,33,desktop,48,168.19,0.1,F,766,Bronze,25938.73,0
5167,2023-01-17,26,mobile,49,181.25,0.1,M,3108,Bronze,10000.0,0
5508,2023-01-12,18,mobile,36,210.45,0.1,M,1219,Bronze,19994.64,0
2518,2023-01-11,36,desktop,20,96.73,0.1,M,3144,Bronze,16563.36,1
4149,2023-02-10,40,desktop,36,182.99,0.1,M,577,Bronze,22819.63,0
2276,2023-01-07,33,desktop,28,191.97,0.1,F,3260,Bronze,12483.93,1
7775,2023-02-13,33,desktop,17,172.11,0.1,M,2095,,14361.96,1
4481,2023-01-14,38,desktop,39,186.79,0.1,M,2257,Bronze,44443.75,0
1324,2023-01-26,22,mobile,13,127.81,0.1,M,578,Silver,37155.52,0
6570,2023-02-06,18,mobile,31,153.47,0.1,M,1087,Bronze,19561.74,0
5247,2023-01-22,18,mobile,13,175.33,0.1,M,2666,Silver,10000.0,0
8501,2023-02-12,45,desktop,42,149.47,0.1,M,1213,,24598.61,0
2799,2023-01-12,25,mobile,44,135.31,0.1,M,2634,,55176.17,0
9816,2023-01-29,41,desktop,1,178.31,0.1,F,2367,Silver,18726.79,1
8922,2023-01-18,21,mobile,48,157.89,0.1,M,3462,,58836.95,0
2662,2023-01-28,31,mobile,26,134.55,0.1,M,811,,20151.1,0
8746,2023-02-10,25,mobile,49,161.74,0.1,M,2657,Bronze,26668.57,0
8338,2023-02-11,44,desktop,36,157.83,0.1,F,131,Bronze,30335.33,0
6642,2023-01-11,43,mobile,1,204.84,0.1,F,284,,27125.75,0
2549,2023-01-14,51,mobile,10,158.22,0.1,F,3430,Bronze,28110.23,0
3509,2023-01-12,49,desktop,36,190.94,0.1,F,2394,Silver,17857.5,0
5195,2023-02-02,38,mobile,20,160.5,0.1,M,286,Bronze,24394.82,0
5056,2023-02-03,43,mobile,36,204.71,0.1,M,374,Silver,15538.99,0
7010,2023-02-13,50,mobile,42,174.83,0.1,F,3263,Silver,20051.06,0
9395,2023-02-03,39,,12,150.58,0.1,F,121,Silver,17283.69,1
8106,2023-02-11,45,mobile,24,195.65,0.1,F,1248,Bronze,36236.08,0
6836,2023-02-08,49,mobile,50,150.2,0.1,M,3157,Bronze,52765.44,0
491,2023-01-13,18,mobile,13,70.92,0.1,M,70,Bronze,23280.08,0
7774,2023-01-17,51,desktop,0,190.59,0.1,F,467,Bronze,13999.75,1
361,2023-01-25,43,mobile,12,108.59,0.1,F,765,Silver,68662.17,0
1148,2023-02-13,40,mobile,21,191.64,0.1,M,109,Bronze,28774.16,0
5942,2023-02-04,65,mobile,13,216.05,0.1,F,314,Bronze,19545.59,0
2333,2023-02-09,24,desktop,13,61.81,0.1,M,3413,Silver,18830.51,0
2954,2023-01-10,43,desktop,9,119.2,0.1,M,2811,Gold,47170.86,0
376,2023-01-25,18,mobile,12,73.74,0.1,M,3271,Silver,50143.42,0
6399,2023-01-31,49,mobile,12,181.58,0.1,F,1673,Gold,50223.63,0
7499,2023-01-29,27,mobile,11,217.71,0.1,F,959,Silver,20656.71,0
3908,2023-02-05,29,mobile,13,197.59,0.1,F,968,Silver,20952.02,0
4412,2023-01-18,44,mobile,16,198.96,0.1,F,717,Silver,20487.94,0
137,2023-01-12,42,mobile,27,91.93,0.1,F,2186,Silver,12291.23,0
8092,2023-01-09,42,mobile,13,178.17,0.1,M,3019,Bronze,26227.85,0
1666,2023-01-20,25,desktop,13,172.75,0.1,M,2985,Silver,18679.44,0
2900,2023-01-31,28,mobile,13,173.71,0.1,M,68,Bronze,77934.9,0
3848,2023-01-27,20,mobile,13,144.89,0.1,M,724,Silver,25184.7,0
9579,2023-02-13,46,mobile,26,172.98,0.1,M,1932,Bronze,18616.27,0
9784,2023-01-16,31,mobile,43,181.94,0.1,M,952,Silver,68431.25,0
5264,2023-02-13,22,mobile,13,203.59,0.1,M,102,Bronze,28748.77,0
5126,2023-01-10,44,mobile,7,205.26,0.1,M,115,Bronze,19271.84,0
1422,2023-01-17,49,desktop,9,121.36,0.1,F,187,Silver,36691.97,1
4005,2023-01-17,33,,5,193.1,0.1,F,1816,Bronze,20491.22,0
8552,2023-01-25,44,mobile,12,218.14,0.1,F,3154,Gold,13571.13,0
7567,2023-01-26,28,mobile,12,215.51,0.1,M,1358,Silver,41354.23,0
6874,2023-02-02,27,,3,150.91,0.1,M,1936,,21785.08,0
4049,2023-01-09,28,,12,200.94,0.1,M,3250,Gold,56660.3,0
8598,2023-01-25,46,,36,139.12,0.1,F,1943,Platinum,26534.39,0
6445,2023-02-01,38,desktop,28,198.03,0.1,M,2628,Silver,26097.96,0
7649,2023-01-05,60,desktop,0,175.89,0.1,F,1414,Platinum,22622.78,0
4540,2023-02-14,28,desktop,40,189.28,0.1,M,3519,Silver,33190.35,0
4911,2023-01-20,48,mobile,46,230.93,0.1,F,1233,Bronze,11016.45,0
3255,2023-02-13,22,desktop,49,109.62,0.1,M,572,Silver,17903.16,1
1932,2023-02-03,56,desktop,11,101.38,0.1,F,967,Bronze,27459.41,1
5249,2023-02-06,23,mobile,36,142.07,0.1,M,2465,Bronze,17610.55,0
6949,2023-01-14,34,mobile,12,163.4,0.1,F,740,Bronze,15436.03,1
5787,2023-02-06,33,desktop,46,193.36,0.1,M,769,Gold,20114.66,0
6006,2023-01-27,31,mobile,12,189.83,0.1,F,1054,Silver,38049.23,1
1552,2023-01-13,40,mobile,50,159.74,0.1,M,90,Bronze,13272.3,0
4163,2023-02-12,26,mobile,13,170.55,0.1,M,1672,Silver,14630.49,0
4909,2023-01-09,22,mobile,20,170.43,0.1,M,452,Bronze,26741.38,0
695,2023-01-22,41,,23,103.5,0.1,F,2435,Silver,40673.49,0
3532,2023-01-27,33,desktop,8,164.1,0.1,M,868,Silver,28715.01,1
2789,2023-02-15,31,mobile,43,165.07,0.1,M,1504,,28425.55,0
9596,2023-02-01,39,,11,137.98,0.1,F,1481,Bronze,26132.27,0
7295,2023-01-07,32,mobile,38,190.64,0.1,M,1688,Silver,10000.0,0
1516,2023-01-02,35,mobile,13,169.88,0.1,M,2366,Silver,19352.92,0
5849,2023-01-09,36,mobile,0,175.52,0.1,M,807,Silver,28815.25,0
2500,2023-02-01,27,mobile,36,188.85,0.1,M,375,Silver,12583.78,0
6090,2023-01-21,24,mobile,36,182.85,0.1,M,2699,Silver,37452.8,0
1337,2023-01-20,33,desktop,36,138.64,0.1,M,2787,Silver,16987.89,0
1982,2023-01-17,40,mobile,36,179.21,0.1,M,2388,Silver,18953.57,0
8937,2023-01-18,39,mobile,8,116.9,0.1,F,2837,,23260.28,0
4526,2023-01-29,18,,31,160.75,0.1,M,168,Silver,30611.96,0
2579,2023-01-02,41,mobile,13,141.55,0.1,M,3490,Bronze,15482.89,1
6784,2023-01-14,23,mobile,30,170.94,0.1,M,1492,Bronze,54471.37,0
2272,2023-01-05,37,mobile,27,47.71,0.1,M,2377,Silver,16519.76,0
609,2023-02-14,37,mobile,22,66.08,0.1,F,3445,Bronze,19447.93,1
5917,2023-02-09,19,mobile,26,212.43,0.1,M,3089,Gold,14142.07,0
3458,2023-01-03,42,desktop,13,184.15,0.1,F,3173,Silver,31345.15,0
6673,2023-01-30,22,mobile,21,213.11,0.1,M,683,Silver,46556.3,0
1922,2023-02-06,31,desktop,27,72.07,0.1,M,696,Bronze,26831.12,0
4031,2023-02-10,40,desktop,30,198.67,0.1,M,3094,,30624.7,0
8535,2023-01-28,37,mobile,39,141.25,0.1,M,1983,Bronze,21579.78,0
8665,2023-01-04,37,desktop,31,183.13,0.1,M,1924,Gold,19192.61,0
5500,2023-01-29,42,desktop,9,188.87,0.1,M,582,Bronze,21527.15,0
511,2023-01-27,58,mobile,9,118.22,0.1,F,1540,Silver,10000.0,0
8441,2023-02-09,40,mobile,14,150.76,0.1,M,552,,12095.96,0
5778,2023-01-10,29,mobile,21,198.5,0.1,M,195,Gold,10000.0,1
9489,2023-01-01,54,desktop,13,180.74,0.1,M,2147,Bronze,46487.73,0
5946,2023-01-16,31,,13,169.35,0.1,M,2191,Bronze,13899.1,1
6865,2023-01-18,44,desktop,24,178.54,0.1,M,165,Silver,18160.17,1
2541,2023-01-02,30,mobile,36,81.67,0.1,M,2042,Silver,50950.97,0
7198,2023-01-21,19,,34,207.06,0.1,F,2485,,30680.11,0
3542,2023-02-11,59,mobile,26,197.29,0.1,F,1061,Gold,44586.81,0
4533,2023-02-10,24,mobile,13,158.4,0.1,M,2186,Bronze,62668.75,0
9528,2023-02-07,56,,12,158.87,0.1,F,2713,Silver,20254.58,1
6677,2023-01-24,18,desktop,36,185.09,0.1,M,660,Gold,42275.32,0
4749,2023-02-15,23,,12,171.61,0.1,M,759,,24658.31,1
4256,2023-01-14,31,mobile,13,187.43,0.1,M,1807,Bronze,14424.38,0
4890,2023-01-13,41,mobile,36,186.88,0.1,M,660,,37900.67,0
2846,2023-02-12,35,mobile,36,159.21,0.1,M,2201,,34275.24,0
523,2023-01-11,29,mobile,2,111.99,0.1,F,1408,Bronze,14729.04,0
5573,2023-02-08,44,desktop,49,181.18,0.1,F,245,Silver,17065.27,1
5270,2023-02-10,37,,27,209.51,0.1,F,1159,Bronze,17822.98,0
2976,2023-02-05,45,mobile,13,85.54,0.1,F,519,,30849.52,0
4316,2023-02-07,57,,20,166.41,0.1,F,3480,Silver,14241.43,0
5173,2023-02-05,46,mobile,36,190.35,0.1,F,1768,Gold,21458.36,0
5294,2023-01-17,35,mobile,34,216.28,0.1,M,2320,Bronze,31381.52,0
7024,2023-01-22,20,mobile,10,177.14,0.1,M,837,Silver,12076.89,0
2309,2023-01-11,38,desktop,49,163.3,0.1,F,3587,Platinum,21434.22,0
4980,2023-01-31,19,desktop,38,191.77,0.1,M,3390,Silver,37941.33,0
7945,2023-01-28,38,mobile,36,204.74,0.1,M,2213,Bronze,31090.65,0
8503,2023-01-08,44,mobile,36,192.27,0.1,F,2683,Silver,15611.2,0
3181,2023-01-31,46,mobile,12,108.58,0.1,F,1879,Silver,11748.22,0
8164,2023-02-02,38,desktop,50,177.43,0.1,F,2093,,27791.63,1
2993,2023-01-23,58,desktop,13,43.41,0.1,F,265,Platinum,23847.63,1
7691,2023-01-11,32,mobile,12,204.51,0.1,F,1835,Bronze,10834.19,1
1709,2023-01-05,26,mobile,13,65.18,0.1,F,2558,Platinum,10980.95,0
3641,2023-01-24,51,mobile,14,174.4,0.1,F,543,Bronze,10525.99,0
8117,2023-01-25,39,mobile,44,187.76,0.1,F,2255,Bronze,63379.22,0
1008,2023-02-02,28,,2,112.53,0.1,F,1150,Silver,23923.22,0
5345,2023-02-09,35,desktop,13,171.01,0.1,M,757,Silver,30335.77,0
2312,2023-01-31,35,mobile,41,97.08,0.1,M,1934,Silver,13119.43,1
2311,2023-01-13,41,mobile,32,153.53,0.1,M,2824,Bronze,28590.52,0
3521,2023-02-13,31,mobile,27,136.64,0.1,M,853,Gold,15842.65,0
539,2023-01-26,42,mobile,36,111.11,0.1,M,1576,Bronze,35747.18,0
4913,2023-02-09,33,mobile,13,161.14,0.1,F,2668,Silver,79053.97,0
6180,2023-01-06,29,mobile,22,147.8,0.1,M,3432,Silver,11309.34,0
6615,2023-02-05,26,desktop,12,161.2,0.1,M,2803,Silver,30551.09,0
1274,2023-01-23,19,mobile,20,118.37,0.1,M,2677,Silver,18012.99,0
4818,2023-02-14,49,desktop,13,177.55,0.1,F,741,Bronze,15472.94,1
9279,2023-02-08,41,,13,183.14,0.1,F,3219,Silver,10753.1,0
3435,2023-02-06,18,desktop,36,163.91,0.1,M,620,Silver,28632.41,0
6805,2023-01-18,43,mobile,24,194.47,0.1,M,1711,Silver,41655.88,0
5662,2023-01-06,29,mobile,46,153.8,0.1,M,1233,Bronze,24650.76,0
505,2023-01-11,50,mobile,13,114.47,0.1,M,3002,Gold,23241.85,0
1672,2023-01-03,51,mobile,36,70.53,0.1,M,243,Silver,27155.39,1
3777,2023-01-15,39,,25,184.32,0.1,M,2763,,13250.38,0
4765,2023-02-11,36,desktop,35,185.75,0.1,F,1250,Bronze,43492.41,0
1321,2023-02-02,32,desktop,31,109.57,0.1,F,1230,Bronze,22827.3,1
7522,2023-01-01,36,mobile,12,195.62,0.1,M,1401,Bronze,15355.32,0
6084,2023-02-13,43,mobile,13,176.75,0.1,M,1430,,45326.29,0
6753,2023-02-01,22,mobile,19,205.11,0.1,F,1254,Platinum,41120.51,0
4111,2023-01-29,18,desktop,36,183.3,0.1,M,835,Bronze,26036.63,0
9799,2023-01-15,18,mobile,36,185.08,0.1,M,2397,Silver,11224.34,0
6452,2023-01-04,48,desktop,13,159.87,0.1,M,2635,Bronze,28506.21,0
1339,2023-01-15,28,,13,138.28,0.1,M,454,Platinum,30498.7,0
3766,2023-01-17,45,desktop,48,183.37,0.1,F,2557,Silver,20310.04,1
4464,2023-02-01,38,,12,183.42,0.1,M,1213,Bronze,13385.84,1
2039,2023-02-01,50,mobile,49,157.88,0.1,F,1055,Silver,29757.95,0
9052,2023-01-05,47,desktop,39,182.67,0.1,F,2720,Silver,13836.74,0
3224,2023-02-13,52,,13,108.61,0.1,M,1087,Bronze,43206.0,0
2705,2023-01-14,24,desktop,49,104.8,0.1,M,2754,,37535.88,0
5381,2023-01-09,30,mobile,22,183.07,0.1,F,2237,,25066.73,0
3952,2023-02-13,20,mobile,43,199.85,0.1,M,2664,,10000.0,0
855,2023-01-14,38,mobile,49,114.23,0.1,M,3490,Platinum,31141.07,0
7999,2023-02-10,30,mobile,24,160.65,0.1,M,1527,Silver,25765.22,0
7817,2023-02-11,34,mobile,13,162.42,0.1,F,610,Bronze,23423.4,0
2241,2023-01-16,22,desktop,49,108.48,0.1,M,3008,,33871.95,1
7664,2023-02-12,30,mobile,12,179.58,0.1,M,1552,Gold,10450.35,0
2169,2023-02-08,46,desktop,49,134.7,0.1,F,2545,Bronze,24191.66,0
8832,2023-01-28,65,desktop,34,189.57,0.1,F,3174,Bronze,24929.52,0
3464,2023-01-07,33,,49,159.44,0.1,F,2963,Silver,13820.77,0
6880,2023-01-01,45,mobile,36,188.66,0.1,F,442,Bronze,19750.65,0
4702,2023-02-03,41,desktop,12,191.09,0.1,F,385,Silver,19277.91,0
2176,2023-02-12,31,mobile,31,100.67,0.1,M,283,Bronze,28798.98,0
1158,2023-02-10,49,mobile,41,105.21,0.1,M,2005,,45067.64,0
3960,2023-01-11,32,mobile,12,176.71,0.1,F,466,Silver,15869.77,1
6606,2023-01-28,34,desktop,50,155.86,0.1,F,2934,Bronze,15727.24,1
1446,2023-01-30,48,mobile,9,111.06,0.1,F,1456,Silver,23059.46,0
5781,2023-01-10,42,desktop,13,167.97,0.1,M,2229,,33847.02,1
2354,2023-01-01,42,mobile,13,146.55,0.1,F,912,Silver,10225.95,0
